sentiment,text,char_count,word_count,label
positive,The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,88,18,2
neutral,"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",97,18,1
positive,"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure .",145,21,2
positive,"By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company .",98,19,2
neutral,Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,75,13,1
negative,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",151,28,0
positive,Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,98,18,2
neutral,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .",138,23,1
positive,`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,106,20,2
positive,The talks are aimed at restructuring operations and cutting costs .,67,11,2
neutral,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",166,28,1
neutral,"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",91,17,1
positive,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",147,26,2
positive,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+¦rbindelsen bridge in Gothenburg in Sweden .,156,22,2
neutral,They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,91,20,1
neutral,"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",205,40,1
positive,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",231,53,2
neutral,The company does not at present hold any of its own shares .,60,13,1
neutral,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",163,30,1
neutral,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",167,27,1
neutral,"Cargotec 's share capital after the increase totals 64,046,460 euros .",70,11,1
positive,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",202,38,2
negative,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",169,34,0
neutral,"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",140,26,1
neutral,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies .",259,41,1
neutral,Rental of building equipment accounted for 88 percent of the operating income .,79,13,1
positive,"Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros .",120,23,2
positive,It will also strengthen Ruukki 's offshore business .,53,9,2
neutral,"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform .",124,21,1
neutral,The total investment of the project will be approximately EUR 36m .,67,12,1
neutral,"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",184,29,1
negative,"The pulp production in Finnish Kemij+Ærvi will also be liquidated and about 1,100 employees loose their jobs .",110,18,0
neutral,"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",215,42,1
neutral,"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",132,26,1
positive,"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",125,19,2
neutral,The owners who have participated in the business operations of the company will continue in Poyry 's employment after the transaction .,135,22,1
negative,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,160,25,0
neutral,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",168,32,1
negative,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",267,46,0
negative,Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .,161,24,0
neutral,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",67,14,1
neutral,Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,148,26,1
neutral,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",236,37,1
positive,Our standardised services have met with a positive reception among our customers as well as at Itella .,103,18,2
neutral,"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",103,17,1
neutral,The company will propose a dividend of EUR0 .12 per share for 2008 .,68,14,1
neutral,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",129,26,1
positive,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",276,47,2
neutral,Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,158,27,1
negative,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,71,17,0
positive,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,106,20,2
positive,The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,126,27,2
negative,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",193,37,0
positive,"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",147,28,2
positive,"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",227,39,2
neutral,"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",222,42,1
positive,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",92,18,2
negative,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,82,15,0
neutral,"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",147,21,1
